name,fullName,parkCode,parkID,designation,description,latitude,longitude,city,stateCode,postalCode,exceptionType,startDate,endDate
Fort Davis,Fort Davis National Historic Site,foda,DE70B987-01A4-4BA5-9662-030BE3329AB3,National Historic Site,"Fort Davis is one of the best surviving examples of an Indian Wars' frontier military post in the Southwest. From 1854 to 1891, Fort Davis was strategically located to protect emigrants, mail coaches, and freight wagons on the Trans-Pecos portion of the San Antonio-El Paso Road and on the Chihuahua Trail.",30.59930381,-103.8961904,Fort Davis,TX,79734,Closed Christmas Day,2025-12-25,2025-12-25
Fort Davis,Fort Davis National Historic Site,foda,DE70B987-01A4-4BA5-9662-030BE3329AB3,National Historic Site,"Fort Davis is one of the best surviving examples of an Indian Wars' frontier military post in the Southwest. From 1854 to 1891, Fort Davis was strategically located to protect emigrants, mail coaches, and freight wagons on the Trans-Pecos portion of the San Antonio-El Paso Road and on the Chihuahua Trail.",30.59930381,-103.8961904,Fort Davis,TX,79734,Closed New Year's Day,2026-01-01,2026-01-01
Fort Davis,Fort Davis National Historic Site,foda,DE70B987-01A4-4BA5-9662-030BE3329AB3,National Historic Site,"Fort Davis is one of the best surviving examples of an Indian Wars' frontier military post in the Southwest. From 1854 to 1891, Fort Davis was strategically located to protect emigrants, mail coaches, and freight wagons on the Trans-Pecos portion of the San Antonio-El Paso Road and on the Chihuahua Trail.",30.59930381,-103.8961904,Fort Davis,TX,79734,"Closed Martin Luther King, Jr. Day",2026-01-19,2026-01-19
Fort Donelson,Fort Donelson National Battlefield,fodo,7DD7A9E8-E1E9-4759-A764-5FF81FC520ED,National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",36.49019078,-87.92445695,Dover,TN,37058,Mid-March to Memorial Day,2026-03-11,2026-05-29
Fort Donelson,Fort Donelson National Battlefield,fodo,7DD7A9E8-E1E9-4759-A764-5FF81FC520ED,National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",36.49019078,-87.92445695,Dover,TN,37058,Memorial Day to Labor Day,2026-05-29,2026-09-07
Fort Donelson,Fort Donelson National Battlefield,fodo,7DD7A9E8-E1E9-4759-A764-5FF81FC520ED,National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",36.49019078,-87.92445695,Dover,TN,37058,Fall Time Change - Spring Time Change,2025-11-02,2026-03-08
Fort Donelson,Fort Donelson National Battlefield,fodo,7DD7A9E8-E1E9-4759-A764-5FF81FC520ED,National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",36.49019078,-87.92445695,Dover,TN,37058,Thanksgiving Day,2025-11-27,2025-11-27
Fort Donelson,Fort Donelson National Battlefield,fodo,7DD7A9E8-E1E9-4759-A764-5FF81FC520ED,National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",36.49019078,-87.92445695,Dover,TN,37058,Christmas Day,2025-12-25,2025-12-25
Fort Donelson,Fort Donelson National Battlefield,fodo,7DD7A9E8-E1E9-4759-A764-5FF81FC520ED,National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",36.49019078,-87.92445695,Dover,TN,37058,New Year's Day,2026-01-01,2026-01-01
Fort Donelson,Fort Donelson National Battlefield,fodo,7DD7A9E8-E1E9-4759-A764-5FF81FC520ED,National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",36.49019078,-87.92445695,Dover,TN,37058,Labor Day to Fall Time Change,2026-09-07,2026-11-02
Fort Foote,Fort Foote Park,fofo,649C339B-35AE-4A4D-96A5-B54E46BA8D71,Park,"Fort Foote was constructed in 1863 atop Rozier's Bluff to strengthen the ring of fortifications that encircled Washington, D.C. Two of the Guns that protected Washington are still there along with the remains of the fort's earthworks.",38.76901785,-77.02812387,Oxon Hill,MD,20745,Thanksgiving Day,2025-11-27,2025-11-27
Fort Foote,Fort Foote Park,fofo,649C339B-35AE-4A4D-96A5-B54E46BA8D71,Park,"Fort Foote was constructed in 1863 atop Rozier's Bluff to strengthen the ring of fortifications that encircled Washington, D.C. Two of the Guns that protected Washington are still there along with the remains of the fort's earthworks.",38.76901785,-77.02812387,Oxon Hill,MD,20745,Christmas Day,2025-12-25,2025-12-25
Fort Foote,Fort Foote Park,fofo,649C339B-35AE-4A4D-96A5-B54E46BA8D71,Park,"Fort Foote was constructed in 1863 atop Rozier's Bluff to strengthen the ring of fortifications that encircled Washington, D.C. Two of the Guns that protected Washington are still there along with the remains of the fort's earthworks.",38.76901785,-77.02812387,Oxon Hill,MD,20745,New Year's Day,2026-01-01,2026-01-01
Fort Frederica,Fort Frederica National Monument,fofr,4301F6E9-750B-489D-B8E4-4204165894A1,National Monument,"War was imminent as James Oglethorpe established Fort Frederica in 1736, to help protect the British colonies from the Spanish in Florida. Fort Frederica illustrates the story of the War of Jenkins Ear (1739-1748) and how its British defenders fought off the Spanish Army. Today, archeology has uncovered the story of the 1,000 people that once lived here.",31.2214699,-81.39452014,St. Simons Island,GA,31522,Thanksgiving,2025-11-27,2025-11-27
Fort Frederica,Fort Frederica National Monument,fofr,4301F6E9-750B-489D-B8E4-4204165894A1,National Monument,"War was imminent as James Oglethorpe established Fort Frederica in 1736, to help protect the British colonies from the Spanish in Florida. Fort Frederica illustrates the story of the War of Jenkins Ear (1739-1748) and how its British defenders fought off the Spanish Army. Today, archeology has uncovered the story of the 1,000 people that once lived here.",31.2214699,-81.39452014,St. Simons Island,GA,31522,Christmas Day,2025-12-25,2025-12-25
Fort Frederica,Fort Frederica National Monument,fofr,4301F6E9-750B-489D-B8E4-4204165894A1,National Monument,"War was imminent as James Oglethorpe established Fort Frederica in 1736, to help protect the British colonies from the Spanish in Florida. Fort Frederica illustrates the story of the War of Jenkins Ear (1739-1748) and how its British defenders fought off the Spanish Army. Today, archeology has uncovered the story of the 1,000 people that once lived here.",31.2214699,-81.39452014,St. Simons Island,GA,31522,New Year's Day,2026-01-01,2026-01-01
Fort Larned,Fort Larned National Historic Site,fols,6C6ABAB9-7F52-4172-8009-817612726CFF,National Historic Site,Discover a complete and authentic army post from the 1860s -1870s! This well-preserved fort on the Santa Fe Trail shares a tumultuous history of the Indian Wars era. The sandstone constructed buildings sheltered troops who were known as the Guardians of the Santa Fe Trail.,38.18047491,-99.21836664,Larned,KS,67550,Thanksgiving Holiday Closure,2025-11-27,2025-11-27
Fort Larned,Fort Larned National Historic Site,fols,6C6ABAB9-7F52-4172-8009-817612726CFF,National Historic Site,Discover a complete and authentic army post from the 1860s -1870s! This well-preserved fort on the Santa Fe Trail shares a tumultuous history of the Indian Wars era. The sandstone constructed buildings sheltered troops who were known as the Guardians of the Santa Fe Trail.,38.18047491,-99.21836664,Larned,KS,67550,Christmas Holiday Closure,2025-12-25,2025-12-25
Fort Larned,Fort Larned National Historic Site,fols,6C6ABAB9-7F52-4172-8009-817612726CFF,National Historic Site,Discover a complete and authentic army post from the 1860s -1870s! This well-preserved fort on the Santa Fe Trail shares a tumultuous history of the Indian Wars era. The sandstone constructed buildings sheltered troops who were known as the Guardians of the Santa Fe Trail.,38.18047491,-99.21836664,Larned,KS,67550,New Year's Day Holiday Closure,2026-01-01,2026-01-01
